id,title,author,year,year_original,resource_type,description,url,topics,language,journal,publisher,doi,pages,volume,issue,edition,editors,source_urls,record_status,extra_fields
reference-888,Human Resource Development: The theory and practice of needs assessment,F. Ulschak,1983,1983,Book,,https://web.archive.org/web/20230204213131/https://na.weshareresearch.com/resources/single-record/?pdb=888,Books,en,,Reston Publishing,,,,,,,https://web.archive.org/web/20230204213131/https://na.weshareresearch.com/resources/single-record/?pdb=888; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Ulschak"", ""author_0_given"": ""F."", ""issued_date_parts_0_0"": ""1983"", ""title"": ""Human Resource Development: The theory and practice of needs assessment"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Reston Publishing"", ""publisher_place"": ""Reston, VA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-668,Human resources planning - training needs analysis. Management,Freeman,1993,1993,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=668,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112220506/https://na.weshareresearch.com/resources/articles/?listpage=7&instance=1,Listing only,
reference-713,Identifying the health service needs of homeless adults with physical disabilities,Kehn,2013,2013,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=713,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250515121932/https://na.weshareresearch.com/resources/articles/?listpage=2&instance=1,Listing only,
reference-809,Improving training needs assessment processes via the Internet: system design and qualitative study,Tao,2006,2006,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=809,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Listing only,
reference-908,Individual and Contextual Influences on Self-assessed TrainingNeeds,Guthrie,1994,1994,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=908,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112220506/https://na.weshareresearch.com/resources/articles/?listpage=7&instance=1,Listing only,
reference-636,Influential Factors of Training Needs Assessment,,,,Journal article,,https://web.archive.org/web/20250322205444/https://na.weshareresearch.com/resources/single-record/?pdb=636,Articles and Chapters,en,International Journal of Business and,,https://doi.org/10.4135/9781544342351.n12,,,,,,https://web.archive.org/web/20250322205444/https://na.weshareresearch.com/resources/single-record/?pdb=636; https://web.archive.org/web/20250624183937/https://na.weshareresearch.com/resources/articles/?listpage=11&instance=1,Reference details recovered,"{""author_0_family"": """", ""author_0_given"": """", ""issued_date_parts_0_0"": """", ""title"": ""Influential Factors of Training Needs Assessment"", ""type"": ""article-journal"", ""journal"": ""International Journal of Business and"", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.4135/9781544342351.n12"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-691,Integrating Evaluation and Needs Assessment: A Case Study of an Ergonomics Program,H.K. Kalman,2016,2016,Journal article,,http://web.archive.org/web/20250515131632/https://na.weshareresearch.com/resources/single-record/?pdb=691,Articles and Chapters,en,Perf. Improvement Qrtly,,https://doi.org/10.1002/piq.21214,51–69,29,,,,http://web.archive.org/web/20250515131632/https://na.weshareresearch.com/resources/single-record/?pdb=691; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Kalman"", ""author_0_given"": ""H.K."", ""issued_date_parts_0_0"": ""2016"", ""title"": ""Integrating Evaluation and Needs Assessment: A Case Study of an Ergonomics Program"", ""type"": ""article-journal"", ""journal"": ""Perf. Improvement Qrtly"", ""volume"": ""29"", ""issue"": """", ""page"": ""51–69"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/piq.21214"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-678,Integrating needs assessment into career and technical curriculum development,A.S. Grier,2005,2005,Journal article,,https://web.archive.org/web/20220813054515/https://na.weshareresearch.com/resources/single-record/?pdb=678,Articles and Chapters,en,Journal of Industrial Teacher Education,,https://doi.org/10.1037/e529952011-001,59–66,v42 n1,,,,https://web.archive.org/web/20220813054515/https://na.weshareresearch.com/resources/single-record/?pdb=678; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""Grier"", ""author_0_given"": ""A.S."", ""issued_date_parts_0_0"": ""2005"", ""title"": ""Integrating needs assessment into career and technical curriculum development"", ""type"": ""article-journal"", ""journal"": ""Journal of Industrial Teacher Education"", ""volume"": ""v42 n1"", ""issue"": """", ""page"": ""59–66"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1037/e529952011-001"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-835,International perspectives: Similarities and differences around the globe,M. West Meiers; R. Watkins; K.M. Song,2014,2014,Journal article,,http://web.archive.org/web/20250427005836/https://na.weshareresearch.com/resources/single-record/?pdb=835,Articles and Chapters,en,New Directions for Evaluation,,https://doi.org/10.1002/ev.20104,75–87,144,,,Altschuld J.W.; R. Watkins,http://web.archive.org/web/20250427005836/https://na.weshareresearch.com/resources/single-record/?pdb=835; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""West Meiers"", ""author_0_given"": ""M."", ""issued_date_parts_0_0"": ""2014"", ""title"": ""International perspectives: Similarities and differences around the globe"", ""type"": ""article-journal"", ""journal"": ""New Directions for Evaluation"", ""volume"": ""144"", ""issue"": """", ""page"": ""75–87"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/ev.20104"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Watkins"", ""author_1_given"": ""R."", ""author_2_family"": ""Song"", ""author_2_given"": ""K.M."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""Altschuld"", ""editor_0_family"": ""J.W."", ""issued_date_parts_0_1"": """", ""editor_1_family"": ""Watkins"", ""editor_1_given"": ""R."", ""photo"": """"}"
reference-647,Investigating the quality of the school technology needs assessment (STNA) 3.0: A validity and reliability study,J.O. Corn,2010,2010,Journal article,,https://web.archive.org/web/20220528170434/https://na.weshareresearch.com/resources/single-record/?pdb=647,Articles and Chapters,en,Educational Technology Research and Development,,https://doi.org/10.1007/s11423-009-9140-y,353– 376,58,4,,,https://web.archive.org/web/20220528170434/https://na.weshareresearch.com/resources/single-record/?pdb=647; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Corn"", ""author_0_given"": ""J.O."", ""issued_date_parts_0_0"": ""2010"", ""title"": ""Investigating the quality of the school technology needs assessment (STNA) 3.0: A validity and reliability study"", ""type"": ""article-journal"", ""journal"": ""Educational Technology Research and Development"", ""volume"": ""58"", ""issue"": ""4"", ""page"": ""353– 376"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1007/s11423-009-9140-y"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-837,Issues in front-end decision making on projects. Project,T. Williams; K. Samset,2010,2010,Journal article,,https://web.archive.org/web/20220528164802/https://na.weshareresearch.com/resources/single-record/?pdb=837,Articles and Chapters,fr,Management,,https://doi.org/10.1002/pmj.20160,38–49,41,2,,,https://web.archive.org/web/20220528164802/https://na.weshareresearch.com/resources/single-record/?pdb=837; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Williams"", ""author_0_given"": ""T."", ""issued_date_parts_0_0"": ""2010"", ""title"": ""Issues in front-end decision making on projects. Project"", ""type"": ""article-journal"", ""journal"": ""Management"", ""volume"": ""41"", ""issue"": ""2"", ""page"": ""38–49"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/pmj.20160"", ""url"": """", ""language"": ""fr"", ""author_1_family"": ""Samset"", ""author_1_given"": ""K."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-652,It takes six. (six-step model for needs assessment,Darraugh,1991,1991,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=652,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112212831/https://na.weshareresearch.com/resources/articles/?listpage=8&instance=1,Listing only,
reference-753,Knowledge of need,McLeod,2011,2011,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=753,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250515121932/https://na.weshareresearch.com/resources/articles/?listpage=2&instance=1,Listing only,
reference-743,Learning needs analysis of collaborative e- classes in semi-formal settings: The REVIT example,Mavroudi,2013,2013,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=743,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250515121932/https://na.weshareresearch.com/resources/articles/?listpage=2&instance=1,Listing only,
reference-645,Learning needs analysis part 4: Planning the learning needs analysis project,S. Cook,2005,2005,Journal article,,https://web.archive.org/web/20220813063956/https://na.weshareresearch.com/resources/single-record/?pdb=645,Articles and Chapters,en,Training Journal,,https://doi.org/10.1016/j.teln.2019.08.011,54–58,,,,,https://web.archive.org/web/20220813063956/https://na.weshareresearch.com/resources/single-record/?pdb=645; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""Cook"", ""author_0_given"": ""S."", ""issued_date_parts_0_0"": ""2005"", ""title"": ""Learning needs analysis part 4: Planning the learning needs analysis project"", ""type"": ""article-journal"", ""journal"": ""Training Journal"", ""volume"": """", ""issue"": """", ""page"": ""54–58"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1016/j.teln.2019.08.011"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-677,Learning needs assessment: assessing the need,Grant,2002,2002,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=677,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
